Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Hyundai Verna,14.78,18.0,5,Sedan,Hybrid,Manual,Excellent,Family,Blue
Maruti Swift,8.32,23.7,4,Hatchback,CNG,Automatic,Used,Luxury,White
Renault Triber,10.1,17.2,7,MUV,CNG,Manual,New,Family,Blue
Honda City,13.36,21.7,4,Sedan,Electric,Automatic,Used,Sporty,Black
Hyundai i20,4.41,22.8,5,Hatchback,Petrol,Manual,Excellent,Sporty,Red
Mahindra Scorpio,26.93,18.5,5,SUV,Petrol,Manual,New,Family,Blue
Tata Altroz,4.58,17.0,4,Hatchback,Diesel,Manual,Used,Family,Blue
Honda City,17.27,13.4,4,Sedan,Diesel,Manual,Used,Luxury,Red
Kia Sonet,10.8,14.2,4,Sedan,Petrol,Automatic,Used,Luxury,Red
Tata Altroz,8.63,16.0,5,Hatchback,CNG,Manual,Excellent,Luxury,Red
Honda Amaze,13.43,16.0,4,Sedan,Hybrid,Manual,New,Luxury,Red
Tata Harrier,29.8,22.3,4,SUV,Petrol,Automatic,Used,Sporty,Silver
Mahindra XUV700,33.54,20.7,4,SUV,CNG,Manual,Used,Luxury,Silver
Kia Sonet,15.35,13.0,5,SUV,CNG,Automatic,New,Sporty,Grey
Hyundai Verna,17.66,20.4,4,Sedan,Diesel,Manual,Excellent,Family,Black
Kia Seltos,19.16,12.2,5,SUV,Electric,Automatic,Excellent,Family,Black
Mahindra XUV700,11.21,15.3,4,SUV,Hybrid,Manual,New,Sporty,Red
Renault Triber,19.72,15.8,7,MUV,Hybrid,Manual,New,Family,Grey
Tata Nexon,30.64,13.1,4,SUV,Petrol,Manual,New,Luxury,White
Hyundai Creta,34.0,23.0,4,SUV,Electric,Manual,Excellent,Sporty,Black
Kia Seltos,14.92,14.9,5,SUV,Petrol,Automatic,Excellent,Luxury,Black
Hyundai Creta,31.34,15.9,4,SUV,CNG,Manual,New,Family,Grey
Tata Punch,17.15,20.0,4,MUV,Petrol,Manual,New,Family,White
Tata Nexon,18.24,19.1,4,SUV,Petrol,Manual,Excellent,Sporty,Grey
Kia Seltos,28.31,15.5,5,SUV,Hybrid,Automatic,Excellent,Sporty,Grey
Renault Triber,14.49,12.4,7,MUV,Diesel,Automatic,New,Family,Silver
Kia Sonet,23.09,15.9,5,MUV,Petrol,Manual,Excellent,Sporty,Blue
Hyundai Verna,15.95,18.9,4,Sedan,CNG,Manual,Excellent,Sporty,Black
Tata Altroz,5.57,21.0,5,Hatchback,Diesel,Manual,Excellent,Luxury,Silver
Hyundai Verna,9.73,12.6,5,Sedan,Hybrid,Automatic,Used,Luxury,Silver
Honda Jazz,7.0,12.2,4,Hatchback,Diesel,Automatic,Excellent,Family,Blue
Honda City,17.11,20.3,4,Sedan,Diesel,Manual,Used,Luxury,Grey
Renault Triber,23.07,12.2,7,MUV,Petrol,Manual,Used,Luxury,White
Kia Seltos,29.59,22.7,4,SUV,Hybrid,Manual,Excellent,Family,Silver
Renault Kiger,18.31,18.8,4,SUV,Petrol,Automatic,Used,Luxury,Silver
Mahindra Bolero,26.71,16.4,7,MUV,Hybrid,Automatic,Used,Luxury,Grey
Tata Altroz,7.84,18.6,4,Hatchback,Electric,Manual,Excellent,Sporty,Black
Kia Seltos,13.97,22.0,4,SUV,CNG,Manual,New,Luxury,White
Hyundai Verna,10.01,15.1,5,Sedan,Electric,Manual,Excellent,Sporty,Blue
Toyota Glanza,21.86,19.9,5,SUV,Electric,Manual,Excellent,Family,Black
Renault Kiger,20.34,22.0,4,SUV,Petrol,Automatic,Used,Luxury,Silver
Tata Harrier,20.99,17.6,5,SUV,Petrol,Automatic,Excellent,Luxury,White
Honda Jazz,4.9,22.0,4,Hatchback,Electric,Automatic,New,Family,Silver
Hyundai Verna,17.23,20.0,4,Sedan,Electric,Automatic,New,Family,Blue
Hyundai i20,9.08,20.9,5,Hatchback,CNG,Automatic,New,Family,Red
Renault Kiger,12.28,20.4,4,SUV,Petrol,Automatic,Excellent,Sporty,Silver
Toyota Fortuner,29.69,23.5,4,SUV,Electric,Manual,Used,Luxury,White
Toyota Innova,15.76,14.0,7,MUV,Hybrid,Manual,Excellent,Family,Black
Toyota Glanza,14.04,15.5,4,Sedan,Hybrid,Manual,Excellent,Luxury,White
Mahindra Bolero,14.4,20.3,7,MUV,Petrol,Manual,Used,Family,Blue
Tata Nexon,20.43,21.5,4,SUV,Petrol,Automatic,Excellent,Family,Blue
Honda Jazz,9.8,16.5,5,Hatchback,Petrol,Manual,Excellent,Luxury,Black
Toyota Innova,15.33,12.3,7,MUV,Diesel,Automatic,Excellent,Sporty,Black
Renault Triber,17.99,20.8,7,MUV,Electric,Automatic,Excellent,Sporty,White
Hyundai Creta,30.83,18.3,5,SUV,Hybrid,Automatic,Excellent,Family,Blue
Maruti Ertiga,19.56,14.7,7,MUV,Diesel,Automatic,New,Luxury,Black
Hyundai i20,8.25,15.2,5,Hatchback,Petrol,Automatic,Used,Family,Red
Honda Amaze,14.04,14.0,4,Sedan,Electric,Automatic,New,Family,Black
Honda City,13.85,13.9,5,Sedan,Diesel,Automatic,New,Sporty,Grey
Kia Sonet,21.33,15.0,5,SUV,Electric,Automatic,Excellent,Luxury,Silver
Renault Triber,28.4,21.0,7,MUV,CNG,Automatic,New,Family,Blue
Maruti Ertiga,28.84,15.7,7,MUV,Petrol,Manual,Used,Family,Grey
Hyundai Verna,8.81,23.3,4,Sedan,Petrol,Automatic,New,Family,Red
Mahindra Scorpio,33.13,22.4,4,SUV,Electric,Manual,Excellent,Family,White
Kia Seltos,22.78,22.4,4,SUV,Hybrid,Manual,Used,Family,Silver
Hyundai Venue,25.23,22.8,4,SUV,Petrol,Manual,New,Family,Silver
Maruti Baleno,8.15,20.4,5,Hatchback,CNG,Manual,Excellent,Family,Red
Toyota Fortuner,28.77,21.2,5,SUV,Electric,Automatic,Excellent,Sporty,Red
Maruti Swift,7.65,18.8,4,Hatchback,Electric,Manual,Used,Sporty,White
Mahindra Bolero,21.03,23.0,7,MUV,Diesel,Manual,Used,Sporty,Blue
Renault Kiger,15.01,14.8,4,SUV,Petrol,Manual,Used,Family,Silver
Kia Seltos,17.31,23.0,4,SUV,Diesel,Manual,New,Luxury,Grey
Mahindra Scorpio,15.68,13.3,4,SUV,Diesel,Automatic,Excellent,Luxury,Grey
Mahindra Bolero,14.71,19.3,7,MUV,Diesel,Automatic,Excellent,Sporty,Red
Tata Nexon,30.78,12.9,5,SUV,Electric,Automatic,New,Luxury,Grey
Renault Kiger,20.05,21.6,5,SUV,Hybrid,Automatic,Used,Luxury,Blue
Hyundai Venue,18.58,20.8,4,SUV,CNG,Automatic,Used,Family,White
Tata Punch,16.74,17.4,4,MUV,Electric,Manual,Used,Sporty,Black
Tata Nexon,24.05,13.6,4,SUV,Hybrid,Automatic,New,Family,White
Renault Kiger,10.62,22.0,4,SUV,Hybrid,Automatic,Excellent,Luxury,Grey
Maruti Baleno,4.92,14.3,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Silver
Mahindra Bolero,21.47,23.3,7,MUV,Electric,Manual,Used,Luxury,Black
Tata Altroz,7.96,13.7,5,Hatchback,Diesel,Manual,Excellent,Sporty,Black
Toyota Glanza,9.34,12.6,5,Hatchback,Electric,Automatic,New,Sporty,Grey
Maruti Ertiga,23.4,12.2,7,MUV,Petrol,Manual,Excellent,Luxury,Silver
Mahindra Bolero,14.74,13.6,7,MUV,Diesel,Manual,Excellent,Luxury,Silver
Honda Jazz,6.36,23.7,5,Hatchback,CNG,Automatic,New,Sporty,Silver
Hyundai Creta,19.24,19.2,5,SUV,Petrol,Manual,Used,Family,Grey
Toyota Innova,29.19,20.2,7,MUV,CNG,Manual,Excellent,Luxury,Grey
Mahindra Bolero,11.15,15.7,7,MUV,Petrol,Manual,Used,Family,Black
Kia Seltos,27.94,16.7,4,SUV,Electric,Automatic,New,Sporty,Silver
Maruti Ertiga,24.27,14.2,7,MUV,Electric,Manual,Used,Sporty,Silver
Kia Sonet,24.94,16.8,5,MUV,Hybrid,Manual,Used,Sporty,Grey
Mahindra Scorpio,18.78,13.7,4,SUV,CNG,Automatic,Used,Family,Grey
Hyundai Venue,22.41,15.4,4,SUV,Hybrid,Automatic,New,Luxury,Black
Kia Sonet,4.16,14.1,5,Hatchback,CNG,Manual,Used,Luxury,Red
Kia Sonet,8.62,22.0,4,Hatchback,Hybrid,Automatic,Excellent,Luxury,White
Tata Nexon,11.27,12.9,4,SUV,CNG,Manual,New,Sporty,Red
Kia Sonet,11.59,12.6,4,Sedan,Petrol,Manual,Excellent,Family,Grey
Renault Triber,19.36,19.5,7,MUV,Diesel,Manual,New,Luxury,Blue
Maruti Ertiga,27.6,20.4,7,MUV,Diesel,Automatic,New,Family,Black
Honda City,11.05,18.0,5,Sedan,Petrol,Manual,Used,Family,Red
Toyota Fortuner,15.98,16.2,4,SUV,Petrol,Manual,New,Sporty,Silver
Tata Punch,11.46,14.1,4,Sedan,Petrol,Automatic,New,Luxury,Silver
Hyundai Venue,14.01,20.8,5,SUV,CNG,Manual,Excellent,Family,White
Mahindra Bolero,10.42,12.9,7,MUV,Hybrid,Manual,New,Luxury,Blue
Kia Sonet,7.54,12.4,5,Hatchback,Electric,Manual,Excellent,Sporty,Black
Hyundai Verna,13.05,12.8,4,Sedan,Electric,Automatic,New,Sporty,Red
Renault Kiger,19.37,16.8,4,SUV,Electric,Manual,New,Luxury,Black
Toyota Innova,29.15,12.1,7,MUV,Electric,Manual,Excellent,Sporty,Grey
Kia Sonet,34.04,12.5,4,SUV,Hybrid,Automatic,New,Family,Silver
Maruti Dzire,9.37,21.5,4,Sedan,Diesel,Manual,New,Luxury,Red
Honda Amaze,16.04,12.6,4,Sedan,CNG,Automatic,Used,Sporty,Red
Mahindra XUV700,30.06,14.3,5,SUV,Hybrid,Manual,Used,Luxury,Grey
Honda Jazz,4.79,16.1,5,Hatchback,Petrol,Automatic,New,Luxury,Silver
Honda City,11.31,20.6,4,Sedan,Diesel,Automatic,Excellent,Sporty,Red
Hyundai Verna,16.81,14.0,4,Sedan,Electric,Automatic,Used,Family,Grey
Toyota Fortuner,18.99,21.9,5,SUV,Electric,Manual,Excellent,Luxury,Silver
Honda Amaze,15.09,13.6,4,Sedan,Diesel,Manual,Excellent,Sporty,Silver
Maruti Baleno,8.88,20.1,5,Hatchback,CNG,Manual,Used,Family,Silver
Kia Seltos,17.59,22.0,4,SUV,CNG,Automatic,New,Sporty,White
Mahindra Scorpio,15.45,14.0,5,SUV,Electric,Manual,New,Family,Blue
Tata Nexon,18.8,14.4,4,SUV,CNG,Manual,New,Luxury,Grey
Toyota Innova,21.34,17.0,7,MUV,Diesel,Manual,Excellent,Sporty,Grey
Renault Kiger,23.76,12.4,4,SUV,CNG,Automatic,New,Luxury,Blue
Toyota Innova,14.4,22.4,7,MUV,Electric,Manual,Excellent,Family,White
Hyundai Venue,26.55,20.3,4,SUV,CNG,Automatic,Used,Family,Blue
Maruti Baleno,7.55,23.7,4,Hatchback,Diesel,Automatic,Excellent,Sporty,Blue
Maruti Baleno,6.43,13.8,4,Hatchback,Petrol,Manual,Used,Sporty,Black
Kia Seltos,26.54,20.9,5,SUV,Petrol,Automatic,Used,Family,Blue
Hyundai Venue,20.01,19.5,5,SUV,CNG,Manual,Used,Luxury,White
Kia Seltos,19.94,20.0,5,SUV,Diesel,Manual,Excellent,Family,Black
Mahindra Bolero,14.8,18.1,7,MUV,Electric,Automatic,Excellent,Sporty,White
Maruti Swift,5.72,15.2,5,Hatchback,Petrol,Automatic,Excellent,Luxury,Blue
Maruti Dzire,10.39,15.5,4,Sedan,Electric,Automatic,Used,Luxury,White
Kia Seltos,33.75,22.0,4,SUV,Petrol,Automatic,Excellent,Sporty,Silver
Mahindra Scorpio,21.91,18.0,5,SUV,Hybrid,Automatic,New,Sporty,Red
Toyota Glanza,13.22,17.2,4,Sedan,Diesel,Manual,Used,Family,Blue
Mahindra XUV700,26.45,16.1,4,SUV,Diesel,Automatic,Excellent,Sporty,White
Honda Amaze,10.57,13.4,4,Sedan,Diesel,Manual,Used,Luxury,White
Kia Sonet,8.67,12.8,5,Hatchback,Hybrid,Automatic,New,Family,Grey
Mahindra Bolero,12.44,18.5,7,MUV,Petrol,Manual,Used,Family,Grey
Toyota Glanza,18.62,22.5,5,MUV,Electric,Manual,New,Luxury,Red
Honda City,14.86,13.1,5,Sedan,Hybrid,Automatic,Excellent,Family,White
Honda City,13.1,16.7,4,Sedan,CNG,Automatic,Used,Sporty,Black
Kia Sonet,6.67,21.0,4,Hatchback,Electric,Automatic,Excellent,Luxury,Silver
Maruti Baleno,5.5,16.2,4,Hatchback,Electric,Automatic,Used,Family,White
Toyota Glanza,23.86,20.5,5,MUV,Diesel,Manual,New,Sporty,White
Maruti Baleno,4.38,13.1,5,Hatchback,Electric,Manual,New,Family,White
Hyundai Verna,12.34,19.5,4,Sedan,Petrol,Manual,Used,Sporty,Blue
Maruti Swift,9.41,18.9,4,Hatchback,CNG,Automatic,Used,Family,Red
Toyota Innova,21.49,21.2,7,MUV,Diesel,Automatic,Excellent,Family,White
Honda City,10.55,18.7,4,Sedan,CNG,Manual,New,Family,Grey
Honda Amaze,10.68,14.5,5,Sedan,Hybrid,Automatic,Used,Family,Red
Toyota Glanza,24.78,15.5,4,MUV,Electric,Manual,Used,Sporty,Silver
Hyundai Venue,17.5,15.1,4,SUV,Electric,Manual,Used,Family,White
Honda Jazz,7.43,13.7,5,Hatchback,CNG,Automatic,New,Sporty,White
Tata Altroz,9.29,17.8,4,Hatchback,Petrol,Manual,New,Luxury,Blue
Renault Triber,18.4,17.9,7,MUV,Diesel,Automatic,New,Luxury,Blue
Kia Seltos,11.44,19.0,4,SUV,Diesel,Manual,Used,Luxury,Red
Toyota Glanza,17.58,21.2,4,Sedan,Diesel,Automatic,New,Sporty,White
Tata Harrier,31.52,17.0,4,SUV,Electric,Automatic,New,Luxury,White
Hyundai Verna,17.11,20.0,5,Sedan,Hybrid,Automatic,New,Family,Red
Mahindra Bolero,13.79,23.7,7,MUV,CNG,Manual,New,Luxury,Red
Toyota Fortuner,20.72,15.5,4,SUV,Hybrid,Manual,Used,Luxury,Blue
Renault Triber,28.74,17.2,7,MUV,Diesel,Manual,New,Family,Blue
Honda City,15.57,17.4,5,Sedan,CNG,Automatic,New,Family,White
Tata Altroz,6.56,12.2,4,Hatchback,Petrol,Automatic,Excellent,Family,Grey
Mahindra Scorpio,14.37,15.9,5,SUV,Diesel,Manual,Used,Sporty,Grey
Maruti Dzire,14.34,21.2,4,Sedan,Petrol,Automatic,New,Sporty,Red
Maruti Dzire,15.68,15.7,5,Sedan,Petrol,Manual,Excellent,Luxury,White
Kia Sonet,24.51,19.7,5,MUV,Hybrid,Manual,New,Sporty,Black
Tata Altroz,9.17,21.4,4,Hatchback,CNG,Manual,New,Luxury,Black
Toyota Glanza,20.97,22.4,5,SUV,CNG,Manual,Excellent,Luxury,Silver
Maruti Ertiga,29.49,22.6,7,MUV,Hybrid,Automatic,Excellent,Luxury,Silver
Maruti Dzire,8.9,13.0,5,Sedan,Petrol,Automatic,New,Family,Blue
Tata Harrier,33.52,19.4,4,SUV,CNG,Manual,Excellent,Family,Red
Toyota Innova,23.37,21.7,7,MUV,Diesel,Manual,Excellent,Luxury,Red
Mahindra Bolero,14.57,13.0,7,MUV,Electric,Automatic,Used,Sporty,Silver
Mahindra XUV700,25.0,17.5,4,SUV,Electric,Automatic,Excellent,Family,Grey
Honda City,8.09,12.2,4,Sedan,Petrol,Manual,Excellent,Sporty,Black
Renault Kiger,16.6,14.5,4,SUV,Electric,Automatic,Used,Sporty,White
Renault Triber,10.08,22.5,7,MUV,Electric,Automatic,New,Luxury,Red
Mahindra Scorpio,33.69,16.3,4,SUV,Petrol,Automatic,Excellent,Family,Grey
Tata Punch,26.3,22.8,4,MUV,Diesel,Automatic,Excellent,Sporty,Grey
Toyota Innova,15.29,15.9,7,MUV,CNG,Automatic,Excellent,Family,Silver
Toyota Glanza,5.54,13.6,5,Hatchback,CNG,Manual,Used,Family,White
Maruti Dzire,13.56,14.3,4,Sedan,Hybrid,Manual,Used,Sporty,Black
Tata Altroz,4.37,22.5,5,Hatchback,Petrol,Manual,New,Sporty,Red
Honda Jazz,7.29,19.6,4,Hatchback,Diesel,Automatic,Excellent,Family,Silver
Maruti Baleno,8.72,15.0,5,Hatchback,Electric,Automatic,Used,Sporty,Silver
Toyota Glanza,5.17,23.9,5,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
Hyundai Venue,29.71,19.7,4,SUV,Hybrid,Automatic,Excellent,Sporty,White
Tata Punch,8.67,15.6,4,Hatchback,Diesel,Automatic,Used,Luxury,Black
Tata Punch,7.51,18.4,5,Hatchback,Petrol,Manual,Excellent,Sporty,White
Tata Altroz,5.42,13.2,4,Hatchback,Hybrid,Manual,New,Luxury,Grey
Honda Amaze,11.86,17.5,4,Sedan,Electric,Automatic,New,Sporty,Grey
Toyota Glanza,8.98,16.8,4,Sedan,Diesel,Manual,Used,Luxury,Silver
Renault Kiger,19.61,16.0,5,SUV,Hybrid,Automatic,Used,Luxury,Silver
Kia Seltos,17.91,22.2,5,SUV,CNG,Automatic,Excellent,Luxury,White
Maruti Swift,9.22,14.2,4,Hatchback,Petrol,Automatic,Excellent,Sporty,Grey
Kia Sonet,30.37,15.2,5,SUV,Electric,Automatic,Excellent,Luxury,Blue
Renault Kiger,19.17,15.0,5,SUV,Diesel,Manual,New,Family,Black
Hyundai Venue,27.01,22.1,5,SUV,Electric,Automatic,Excellent,Sporty,Blue
Honda City,8.37,13.7,5,Sedan,Electric,Manual,New,Luxury,Silver
Renault Kiger,23.03,16.1,4,SUV,Diesel,Manual,Excellent,Luxury,Blue
Toyota Innova,20.01,12.2,7,MUV,Hybrid,Automatic,Excellent,Luxury,Red
Maruti Ertiga,15.15,18.1,7,MUV,Diesel,Automatic,Used,Sporty,Blue
Toyota Innova,18.58,16.5,7,MUV,Electric,Manual,Excellent,Family,Blue
Tata Altroz,8.68,19.9,5,Hatchback,CNG,Manual,New,Luxury,Silver
Mahindra Scorpio,33.76,23.9,4,SUV,Hybrid,Automatic,New,Luxury,Silver
Renault Triber,26.47,19.3,7,MUV,Electric,Automatic,Excellent,Luxury,Black
Honda Jazz,8.75,20.1,4,Hatchback,Diesel,Automatic,New,Sporty,Red
Tata Harrier,20.55,23.0,5,SUV,CNG,Manual,Used,Luxury,White
Kia Sonet,33.11,13.7,4,SUV,Electric,Automatic,New,Sporty,Grey
Maruti Ertiga,16.21,21.6,7,MUV,Hybrid,Manual,Used,Family,White
Hyundai Creta,27.3,20.1,5,SUV,Electric,Manual,Excellent,Family,Blue
Toyota Innova,27.15,13.8,7,MUV,Hybrid,Automatic,Excellent,Family,Blue
Hyundai Venue,13.57,22.4,5,SUV,CNG,Automatic,Excellent,Sporty,Black
Honda Amaze,10.28,14.2,5,Sedan,Electric,Manual,Excellent,Family,Red
Hyundai Verna,13.54,16.0,4,Sedan,Petrol,Manual,Used,Sporty,Black
Maruti Dzire,16.04,22.8,5,Sedan,Electric,Manual,Excellent,Luxury,White
Mahindra Bolero,13.08,13.7,7,MUV,CNG,Manual,New,Sporty,White
Maruti Ertiga,29.54,22.6,7,MUV,Diesel,Automatic,New,Sporty,Red
Maruti Dzire,17.56,18.0,4,Sedan,Petrol,Manual,New,Family,Silver
Kia Sonet,11.14,21.6,4,MUV,CNG,Manual,New,Sporty,Silver
Toyota Glanza,8.89,15.0,4,Sedan,Diesel,Manual,New,Family,Blue
Kia Sonet,18.49,20.7,4,MUV,Electric,Manual,Excellent,Family,Blue
Mahindra XUV700,20.42,20.4,4,SUV,Hybrid,Automatic,Used,Luxury,Silver
Toyota Innova,29.64,16.2,7,MUV,Electric,Automatic,Excellent,Family,Silver
Honda City,16.26,23.0,5,Sedan,CNG,Manual,Used,Sporty,White
Tata Punch,29.35,20.0,5,SUV,Diesel,Manual,New,Family,Silver
Toyota Glanza,10.81,21.7,5,MUV,Electric,Manual,Excellent,Sporty,Black
Maruti Baleno,9.54,17.6,5,Hatchback,Electric,Automatic,Used,Luxury,Grey
Toyota Glanza,13.49,23.3,5,Sedan,Diesel,Automatic,New,Family,Blue
Tata Altroz,5.19,19.3,5,Hatchback,Petrol,Automatic,New,Family,White
Hyundai i20,8.86,19.4,4,Hatchback,Hybrid,Automatic,New,Luxury,Blue
Mahindra Bolero,14.01,13.5,7,MUV,Diesel,Automatic,New,Luxury,Black
Renault Triber,17.12,14.1,7,MUV,CNG,Manual,New,Luxury,Black
Honda City,8.92,22.3,4,Sedan,Hybrid,Manual,Excellent,Sporty,Blue
Honda Jazz,6.14,20.9,5,Hatchback,Hybrid,Manual,Used,Family,White
Mahindra Scorpio,20.55,21.9,5,SUV,Hybrid,Manual,Used,Family,Black
Kia Sonet,8.21,20.4,4,Hatchback,Diesel,Manual,Used,Sporty,White
Toyota Innova,15.81,18.7,7,MUV,Electric,Manual,Excellent,Family,Blue
Toyota Fortuner,33.11,13.6,5,SUV,Electric,Manual,New,Sporty,Red
Toyota Innova,11.31,20.7,7,MUV,Petrol,Manual,Excellent,Sporty,Red
Kia Seltos,12.26,18.6,4,SUV,Diesel,Manual,Excellent,Sporty,Black
Tata Harrier,26.24,15.0,4,SUV,Diesel,Automatic,Used,Luxury,Red
Tata Nexon,31.02,12.2,4,SUV,CNG,Automatic,New,Family,Grey
Maruti Baleno,7.89,20.1,4,Hatchback,Petrol,Manual,New,Sporty,Blue
Renault Kiger,16.26,17.9,5,SUV,Hybrid,Manual,Excellent,Family,Blue
Maruti Baleno,4.47,22.7,5,Hatchback,Diesel,Manual,New,Family,Blue
Renault Kiger,21.94,16.5,5,SUV,CNG,Manual,New,Luxury,Black
Renault Triber,12.25,15.1,7,MUV,Diesel,Automatic,Excellent,Family,White
Hyundai Creta,25.15,22.7,5,SUV,Petrol,Automatic,New,Sporty,Red
Mahindra Bolero,24.69,12.0,7,MUV,CNG,Automatic,Used,Family,Blue
Honda City,13.74,23.9,4,Sedan,CNG,Automatic,Used,Family,Silver
Hyundai Creta,17.74,19.2,5,SUV,CNG,Manual,Excellent,Luxury,Grey
Honda Jazz,6.52,17.3,5,Hatchback,Electric,Manual,New,Luxury,Grey
Toyota Innova,25.71,15.4,7,MUV,Diesel,Manual,Excellent,Luxury,Red
Toyota Glanza,9.55,17.8,5,Hatchback,Petrol,Manual,New,Family,Grey
Maruti Ertiga,28.49,21.5,7,MUV,CNG,Manual,Excellent,Sporty,Black
Tata Punch,12.33,12.4,5,Sedan,Hybrid,Manual,Used,Sporty,Red
Tata Harrier,31.37,16.0,5,SUV,Hybrid,Manual,New,Luxury,Grey
Toyota Glanza,17.13,16.2,5,Sedan,Diesel,Automatic,Excellent,Family,Black
Kia Sonet,15.23,19.6,5,Sedan,Diesel,Manual,New,Luxury,White
Renault Kiger,29.1,19.7,5,SUV,Petrol,Manual,Used,Sporty,Grey
Hyundai i20,4.78,22.3,4,Hatchback,Petrol,Automatic,Used,Family,Black
Mahindra Bolero,27.17,13.1,7,MUV,Hybrid,Manual,Used,Sporty,White
Mahindra XUV700,18.9,20.1,5,SUV,Petrol,Manual,New,Sporty,Grey
Kia Sonet,24.44,16.8,5,MUV,Hybrid,Manual,Used,Luxury,Silver
Honda Amaze,12.38,14.0,4,Sedan,Electric,Automatic,Excellent,Family,Red
Kia Seltos,31.84,18.7,4,SUV,Hybrid,Manual,Used,Sporty,Grey
Toyota Innova,19.59,20.4,7,MUV,Hybrid,Automatic,Excellent,Luxury,Silver
Honda City,16.53,16.4,4,Sedan,Hybrid,Automatic,Used,Luxury,Red
Mahindra Scorpio,21.61,20.9,4,SUV,Diesel,Manual,Used,Family,Red
Kia Seltos,24.62,13.1,4,SUV,CNG,Automatic,Used,Luxury,White
Renault Triber,21.6,13.2,7,MUV,CNG,Automatic,Used,Luxury,Blue
Renault Kiger,33.79,15.1,5,SUV,Petrol,Automatic,New,Luxury,Red
Renault Triber,22.12,22.6,7,MUV,Petrol,Manual,Used,Luxury,Silver
Honda Jazz,8.09,12.2,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
Renault Kiger,23.27,15.5,4,SUV,Petrol,Manual,New,Luxury,Blue
Hyundai i20,7.41,14.9,4,Hatchback,Hybrid,Automatic,Used,Luxury,Grey
Honda Jazz,5.85,15.6,4,Hatchback,CNG,Automatic,Excellent,Family,Silver
Maruti Swift,5.98,20.1,5,Hatchback,Electric,Automatic,New,Luxury,Silver
Renault Triber,17.13,19.0,7,MUV,Diesel,Automatic,Excellent,Sporty,White
Honda Jazz,9.88,21.2,4,Hatchback,Hybrid,Automatic,Excellent,Family,Silver
Tata Nexon,19.35,12.8,5,SUV,Petrol,Manual,Excellent,Luxury,Silver
Kia Sonet,24.4,14.3,5,MUV,Electric,Automatic,New,Luxury,Red
Tata Punch,31.22,12.6,4,SUV,Hybrid,Automatic,Used,Family,Blue
Mahindra Bolero,15.66,20.4,7,MUV,CNG,Manual,Excellent,Sporty,Red
Honda Jazz,7.66,23.6,4,Hatchback,Hybrid,Manual,New,Sporty,White
Toyota Innova,22.6,16.1,7,MUV,Petrol,Manual,Excellent,Luxury,White
Mahindra XUV700,15.11,16.5,5,SUV,Hybrid,Manual,Used,Luxury,Black
Honda City,17.98,16.6,5,Sedan,Electric,Manual,Excellent,Luxury,Black
Honda City,13.94,17.6,5,Sedan,Electric,Automatic,New,Sporty,Grey
Maruti Baleno,4.35,22.4,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,White
Toyota Innova,11.25,15.0,7,MUV,Petrol,Manual,Excellent,Family,White
Honda City,17.5,16.5,4,Sedan,Electric,Automatic,Excellent,Luxury,Black
Honda Amaze,10.41,16.4,4,Sedan,CNG,Manual,New,Family,Grey
Toyota Fortuner,22.12,13.4,5,SUV,CNG,Manual,New,Sporty,White
Maruti Ertiga,19.28,13.0,7,MUV,Petrol,Manual,New,Family,Silver
Tata Altroz,4.44,20.4,5,Hatchback,Hybrid,Manual,Excellent,Sporty,Silver
Toyota Innova,17.51,15.1,7,MUV,Petrol,Manual,Excellent,Luxury,Red
Maruti Ertiga,19.26,22.6,7,MUV,Petrol,Automatic,New,Sporty,Silver
Honda Amaze,15.7,19.3,5,Sedan,CNG,Automatic,New,Luxury,Blue
Renault Kiger,10.53,13.0,4,SUV,Petrol,Manual,Used,Family,White
Tata Altroz,6.56,13.1,4,Hatchback,Petrol,Manual,New,Luxury,Silver
Toyota Glanza,11.43,15.2,5,SUV,Petrol,Manual,Used,Sporty,Grey
Mahindra Scorpio,30.12,12.9,5,SUV,Electric,Automatic,Excellent,Luxury,Blue
Hyundai Creta,33.88,12.4,4,SUV,Diesel,Manual,Excellent,Sporty,Red
Renault Kiger,30.69,19.4,4,SUV,Diesel,Manual,Excellent,Luxury,Blue
Mahindra XUV700,20.97,14.9,4,SUV,CNG,Manual,Excellent,Luxury,Black
Maruti Swift,9.11,18.5,4,Hatchback,Electric,Manual,Excellent,Family,Red
Toyota Innova,13.1,15.5,7,MUV,Hybrid,Automatic,Excellent,Sporty,Blue
Tata Punch,20.31,21.9,4,MUV,Electric,Automatic,Excellent,Luxury,Blue
Hyundai Creta,13.64,14.0,5,SUV,CNG,Automatic,Used,Luxury,Silver
Toyota Innova,24.85,13.6,7,MUV,Diesel,Automatic,Excellent,Family,Red
Kia Sonet,7.89,17.9,4,Hatchback,Electric,Automatic,Excellent,Luxury,Black
Hyundai Venue,11.29,17.1,4,SUV,Petrol,Manual,New,Luxury,Black
Maruti Swift,7.66,16.8,4,Hatchback,Diesel,Manual,New,Luxury,Red
